id,word,meaning,,,,,,,,,,,,,,,wrong1,wrong2,wrong3,レベル,品詞
363,change,変更,,,,,,,,,,,,,,,地面,愛,みんな,1,名詞
364,finally,ついに,,,,,,,,,,,,,,,変更,地面,愛,1,副詞
365,paper,ペーパー,,,,,,,,,,,,,,,ついに,変更,地面,1,名詞
366,main,メイン,,,,,,,,,,,,,,,ペーパー,ついに,変更,1,形容詞
367,club,クラブ,,,,,,,,,,,,,,,メイン,ペーパー,ついに,1,名詞
368,boy,少年,,,,,,,,,,,,,,,クラブ,メイン,ペーパー,1,名詞
369,cup,カップ,,,,,,,,,,,,,,,少年,クラブ,メイン,1,名詞
370,stop,ストップ,,,,,,,,,,,,,,,カップ,少年,クラブ,1,動詞
371,common,一般的,,,,,,,,,,,,,,,ストップ,カップ,少年,1,形容詞
372,nice,いい,,,,,,,,,,,,,,,一般的,ストップ,カップ,1,形容詞
373,strong,力強い,,,,,,,,,,,,,,,いい,一般的,ストップ,1,形容詞
374,bed,ベッド,,,,,,,,,,,,,,,力強い,いい,一般的,1,名詞
375,report,レポート,,,,,,,,,,,,,,,ベッド,力強い,いい,1,名詞
376,anyone,誰でも,,,,,,,,,,,,,,,レポート,ベッド,力強い,1,代名詞
377,wrong,不正解,,,,,,,,,,,,,,,誰でも,レポート,ベッド,1,形容詞
378,top,頂点,,,,,,,,,,,,,,,不正解,誰でも,レポート,1,名詞
379,red,赤,,,,,,,,,,,,,,,頂点,不正解,誰でも,1,形容詞
380,period,期間,,,,,,,,,,,,,,,赤,頂点,不正解,1,名詞
381,land,土地,,,,,,,,,,,,,,,期間,赤,頂点,1,名詞
382,move,動く,,,,,,,,,,,,,,,土地,期間,赤,1,動詞
383,short,短い,,,,,,,,,,,,,,,動く,土地,期間,1,形容詞
384,light,ライト,,,,,,,,,,,,,,,短い,動く,土地,1,名詞
385,department,部門,,,,,,,,,,,,,,,ライト,短い,動く,1,名詞
386,low,低い,,,,,,,,,,,,,,,部門,ライト,短い,1,形容詞
387,college,大学,,,,,,,,,,,,,,,低い,部門,ライト,1,名詞
388,usually,通常,,,,,,,,,,,,,,,大学,低い,部門,1,副詞
389,soon,まもなく,,,,,,,,,,,,,,,通常,大学,低い,1,副詞
390,east,東,,,,,,,,,,,,,,,まもなく,通常,大学,1,名詞
391,similar,同じような,,,,,,,,,,,,,,,東,まもなく,通常,1,形容詞
392,hospital,病院,,,,,,,,,,,,,,,同じような,東,まもなく,1,名詞
393,near,近く,,,,,,,,,,,,,,,病院,同じような,東,1,前置詞
394,son,息子,,,,,,,,,,,,,,,近く,病院,同じような,1,名詞
395,myself,私自身,,,,,,,,,,,,,,,息子,近く,病院,1,代名詞
396,space,空間,,,,,,,,,,,,,,,私自身,息子,近く,1,名詞
397,center,中間,,,,,,,,,,,,,,,空間,私自身,息子,1,名詞
398,staff,スタッフ,,,,,,,,,,,,,,,中間,空間,私自身,1,名詞
399,rest,休憩,,,,,,,,,,,,,,,スタッフ,中間,空間,1,名詞
400,stay,滞在,,,,,,,,,,,,,,,休憩,スタッフ,中間,1,動詞
401,figure,図,,,,,,,,,,,,,,,滞在,休憩,スタッフ,1,名詞
402,situation,状況,,,,,,,,,,,,,,,図,滞在,休憩,1,名詞
403,field,フィールド,,,,,,,,,,,,,,,状況,図,滞在,1,名詞
404,nature,自然,,,,,,,,,,,,,,,フィールド,状況,図,1,名詞
405,training,トレーニング,,,,,,,,,,,,,,,自然,フィールド,状況,1,名詞
406,language,言語,,,,,,,,,,,,,,,トレーニング,自然,フィールド,1,名詞
407,less,少ない,,,,,,,,,,,,,,,言語,トレーニング,自然,1,形容詞
408,buy,買う,,,,,,,,,,,,,,,少ない,言語,トレーニング,1,動詞
409,matter,問題,,,,,,,,,,,,,,,買う,少ない,言語,1,名詞
410,chance,チャンス,,,,,,,,,,,,,,,問題,買う,少ない,1,名詞
411,park,公園,,,,,,,,,,,,,,,チャンス,問題,買う,1,名詞
412,fine,ファイン,,,,,,,,,,,,,,,公園,チャンス,問題,1,形容詞
413,nine,9,,,,,,,,,,,,,,,ファイン,公園,チャンス,1,数詞
414,easy,簡単,,,,,,,,,,,,,,,9,ファイン,公園,1,形容詞
415,attention,注意,,,,,,,,,,,,,,,簡単,9,ファイン,1,名詞
416,summer,夏,,,,,,,,,,,,,,,注意,簡単,9,1,名詞
417,fire,火災,,,,,,,,,,,,,,,夏,注意,簡単,1,名詞
418,century,世紀,,,,,,,,,,,,,,,火災,夏,注意,1,名詞
419,plan,プラン,,,,,,,,,,,,,,,世紀,火災,夏,1,名詞
420,practice,練習,,,,,,,,,,,,,,,プラン,世紀,火災,1,名詞
421,meet,会う,,,,,,,,,,,,,,,練習,プラン,世紀,1,動詞
422,forward,前方,,,,,,,,,,,,,,,会う,練習,プラン,1,副詞
423,future,未来,,,,,,,,,,,,,,,前方,会う,練習,1,名詞
424,quickly,早く,,,,,,,,,,,,,,,未来,前方,会う,1,副詞
425,husband,夫,,,,,,,,,,,,,,,早く,未来,前方,1,名詞
426,teacher,先生,,,,,,,,,,,,,,,夫,早く,未来,1,名詞
427,poor,貧しい,,,,,,,,,,,,,,,先生,夫,早く,1,形容詞
428,record,記録,,,,,,,,,,,,,,,貧しい,先生,夫,1,名詞
429,natural,自然な,,,,,,,,,,,,,,,記録,貧しい,先生,1,形容詞
430,happy,うれしい,,,,,,,,,,,,,,,自然な,記録,貧しい,1,形容詞
431,round,周りの,,,,,,,,,,,,,,,うれしい,自然な,記録,1,形容詞
432,relationship,関係,,,,,,,,,,,,,,,周りの,うれしい,自然な,1,名詞
433,run,走る,,,,,,,,,,,,,,,関係,周りの,うれしい,1,動詞
434,floor,フロア,,,,,,,,,,,,,,,走る,関係,周りの,1,名詞
435,meeting,会議,,,,,,,,,,,,,,,フロア,走る,関係,1,名詞
436,stage,ステージ,,,,,,,,,,,,,,,会議,フロア,走る,1,名詞
437,fish,魚,,,,,,,,,,,,,,,ステージ,会議,フロア,1,名詞
438,sorry,ごめん,,,,,,,,,,,,,,,魚,ステージ,会議,1,形容詞
439,phone (telephone),携帯,,,,,,,,,,,,,,,ごめん,魚,ステージ,1,名詞
440,test,テスト,,,,,,,,,,,,,,,携帯,ごめん,魚,1,名詞
441,serious,真面目に,,,,,,,,,,,,,,,テスト,携帯,ごめん,1,形容詞
442,player,選手,,,,,,,,,,,,,,,真面目に,テスト,携帯,1,名詞
443,simple,シンプル,,,,,,,,,,,,,,,選手,真面目に,テスト,1,形容詞
444,read,読む,,,,,,,,,,,,,,,シンプル,選手,真面目に,1,動詞
445,various,いろいろ,,,,,,,,,,,,,,,読む,シンプル,選手,1,形容詞
446,performance,パフォーマンス,,,,,,,,,,,,,,,いろいろ,読む,シンプル,1,名詞
447,board,板,,,,,,,,,,,,,,,パフォーマンス,いろいろ,読む,1,名詞
448,hope,希望,,,,,,,,,,,,,,,板,パフォーマンス,いろいろ,1,動詞
449,continue,続ける,,,,,,,,,,,,,,,希望,板,パフォーマンス,1,動詞
450,evening,夕方,,,,,,,,,,,,,,,続ける,希望,板,1,名詞
451,please,お願い,,,,,,,,,,,,,,,夕方,続ける,希望,1,副詞
452,necessary,必要,,,,,,,,,,,,,,,お願い,夕方,続ける,1,形容詞
453,foreign,海外,,,,,,,,,,,,,,,必要,お願い,夕方,1,形容詞
454,happen,起きる,,,,,,,,,,,,,,,海外,必要,お願い,1,動詞
455,bank,銀行,,,,,,,,,,,,,,,起きる,海外,必要,1,名詞
456,blue,青,,,,,,,,,,,,,,,銀行,起きる,海外,1,形容詞
457,hold,持つ,,,,,,,,,,,,,,,青,銀行,起きる,1,動詞
458,difference,差,,,,,,,,,,,,,,,持つ,青,銀行,1,名詞
459,baby,赤ちゃん,,,,,,,,,,,,,,,差,持つ,青,1,名詞
460,outside,外側,,,,,,,,,,,,,,,赤ちゃん,差,持つ,1,前置詞
461,wall,壁,,,,,,,,,,,,,,,外側,赤ちゃん,差,1,名詞
462,past,過去,,,,,,,,,,,,,,,壁,外側,赤ちゃん,1,形容詞
463,sit,座る,,,,,,,,,,,,,,,過去,壁,外側,1,動詞
464,ready,準備ができた,,,,,,,,,,,,,,,座る,過去,壁,1,形容詞
465,energy,エネルギー,,,,,,,,,,,,,,,準備ができた,座る,過去,1,名詞
466,suddenly,不意に,,,,,,,,,,,,,,,エネルギー,準備ができた,座る,1,副詞
467,stand,立った,,,,,,,,,,,,,,,不意に,エネルギー,準備ができた,1,動詞
468,size,サイズ,,,,,,,,,,,,,,,立った,不意に,エネルギー,1,名詞
469,set,セット,,,,,,,,,,,,,,,サイズ,立った,不意に,1,動詞
470,window,ウィンドウ,,,,,,,,,,,,,,,セット,サイズ,立った,1,名詞
471,win,勝つ,,,,,,,,,,,,,,,ウィンドウ,セット,サイズ,1,動詞
472,hot,ホット,,,,,,,,,,,,,,,勝つ,ウィンドウ,セット,1,形容詞
473,tonight,今夜,,,,,,,,,,,,,,,ホット,勝つ,ウィンドウ,1,副詞
474,sound,サウンド,,,,,,,,,,,,,,,今夜,ホット,勝つ,1,名詞
475,computer,コンピュータ,,,,,,,,,,,,,,,サウンド,今夜,ホット,1,名詞
476,arm,アーム,,,,,,,,,,,,,,,コンピュータ,サウンド,今夜,1,名詞
477,present,プレゼント,,,,,,,,,,,,,,,アーム,コンピュータ,サウンド,1,形容詞
478,king,キング,,,,,,,,,,,,,,,プレゼント,アーム,コンピュータ,1,名詞
479,pressure,圧力,,,,,,,,,,,,,,,キング,プレゼント,アーム,1,名詞
480,project,プロジェクト,,,,,,,,,,,,,,,圧力,キング,プレゼント,1,名詞
481,wait,ウェイト,,,,,,,,,,,,,,,プロジェクト,圧力,キング,1,動詞
482,green,グリーン,,,,,,,,,,,,,,,ウェイト,プロジェクト,圧力,1,形容詞
483,yourself,あなた自身,,,,,,,,,,,,,,,グリーン,ウェイト,プロジェクト,1,代名詞
484,add,追加,,,,,,,,,,,,,,,あなた自身,グリーン,ウェイト,1,動詞
485,write,書く,,,,,,,,,,,,,,,追加,あなた自身,グリーン,1,動詞
486,lose,失う,,,,,,,,,,,,,,,書く,追加,あなた自身,1,動詞
487,shall,するだろう,,,,,,,,,,,,,,,失う,書く,追加,1,助動詞
488,letter,手紙,,,,,,,,,,,,,,,するだろう,失う,書く,1,名詞
489,choice,選択,,,,,,,,,,,,,,,手紙,するだろう,失う,1,名詞
490,dark,暗い,,,,,,,,,,,,,,,選択,手紙,するだろう,1,形容詞
491,everybody,みんな,,,,,,,,,,,,,,,暗い,選択,手紙,1,代名詞
492,list,リスト,,,,,,,,,,,,,,,みんな,暗い,選択,1,名詞
493,hall,ホール,,,,,,,,,,,,,,,リスト,みんな,暗い,1,名詞
494,site,サイト,,,,,,,,,,,,,,,ホール,リスト,みんな,1,名詞
495,picture,写真,,,,,,,,,,,,,,,サイト,ホール,リスト,1,名詞
496,tomorrow,明日,,,,,,,,,,,,,,,写真,サイト,ホール,1,副詞
497,great,大いなる,,,,,,,,,,,,,,,明日,写真,サイト,1,形容詞
498,movement,動き,,,,,,,,,,,,,,,大いなる,明日,写真,1,名詞
499,science,科学,,,,,,,,,,,,,,,動き,大いなる,明日,1,名詞
500,cut,カット,,,,,,,,,,,,,,,科学,動き,大いなる,1,動詞
501,daughter,娘,,,,,,,,,,,,,,,カット,科学,動き,1,名詞
502,die,采の目,,,,,,,,,,,,,,,娘,カット,科学,1,動詞
503,cold,冷たい,,,,,,,,,,,,,,,采の目,娘,カット,1,形容詞
504,learn,学ぶ,,,,,,,,,,,,,,,冷たい,采の目,娘,1,動詞
505,doctor (doc),ドクター,,,,,,,,,,,,,,,学ぶ,冷たい,采の目,1,名詞
506,Sunday,日曜日,,,,,,,,,,,,,,,ドクター,学ぶ,冷たい,1,名詞
507,race,レース,,,,,,,,,,,,,,,日曜日,ドクター,学ぶ,1,名詞
508,close,閉じる,,,,,,,,,,,,,,,レース,日曜日,ドクター,1,形容詞
509,river,川,,,,,,,,,,,,,,,閉じる,レース,日曜日,1,名詞
510,subject,件名,,,,,,,,,,,,,,,川,閉じる,レース,1,名詞
511,culture,文化,,,,,,,,,,,,,,,件名,川,閉じる,1,名詞
512,piece,ピース,,,,,,,,,,,,,,,文化,件名,川,1,名詞
513,speak,話す,,,,,,,,,,,,,,,ピース,文化,件名,1,動詞
514,thousand,千,,,,,,,,,,,,,,,話す,ピース,文化,1,数詞
515,technology (tech),テクノロジー,,,,,,,,,,,,,,,千,話す,ピース,1,名詞
516,sun,日,,,,,,,,,,,,,,,テクノロジー,千,話す,1,名詞
517,earth,大地,,,,,,,,,,,,,,,日,テクノロジー,千,1,名詞
518,march,行進,,,,,,,,,,,,,,,大地,日,テクノロジー,1,名詞
519,design,デザイン,,,,,,,,,,,,,,,行進,大地,日,1,名詞
520,ball,ボール,,,,,,,,,,,,,,,デザイン,行進,大地,1,名詞
521,garden,ガーデン,,,,,,,,,,,,,,,ボール,デザイン,行進,1,名詞
522,sea,海,,,,,,,,,,,,,,,ガーデン,ボール,デザイン,1,名詞
523,box,ボックス,,,,,,,,,,,,,,,海,ガーデン,ボール,1,名詞
524,brother,兄弟,,,,,,,,,,,,,,,ボックス,海,ガーデン,1,名詞
525,thought,思想,,,,,,,,,,,,,,,兄弟,ボックス,海,1,名詞
526,mouth,口,,,,,,,,,,,,,,,思想,兄弟,ボックス,1,名詞
527,photo (photograph),フォト,,,,,,,,,,,,,,,口,思想,兄弟,1,名詞
528,interesting,面白い,,,,,,,,,,,,,,,フォト,口,思想,1,形容詞
529,Saturday,土曜日,,,,,,,,,,,,,,,面白い,フォト,口,1,名詞
530,popular,ポピュラー,,,,,,,,,,,,,,,土曜日,面白い,フォト,1,形容詞
531,page,ページ,,,,,,,,,,,,,,,ポピュラー,土曜日,面白い,1,名詞
532,beautiful,美しい,,,,,,,,,,,,,,,ページ,ポピュラー,土曜日,1,形容詞
533,watch,時計,,,,,,,,,,,,,,,美しい,ページ,ポピュラー,1,動詞
534,trouble,障害,,,,,,,,,,,,,,,時計,美しい,ページ,1,名詞
535,pretty,かわいい,,,,,,,,,,,,,,,障害,時計,美しい,1,副詞
536,total,合計,,,,,,,,,,,,,,,かわいい,障害,時計,1,形容詞
537,event,イベント,,,,,,,,,,,,,,,合計,かわいい,障害,1,名詞
538,dog,ドッグ,,,,,,,,,,,,,,,イベント,合計,かわいい,1,名詞
539,environment,環境,,,,,,,,,,,,,,,ドッグ,イベント,合計,1,名詞
540,follow,従う,,,,,,,,,,,,,,,環境,ドッグ,イベント,1,動詞
541,traditional,伝統的,,,,,,,,,,,,,,,従う,環境,ドッグ,1,形容詞
542,museum,博物館,,,,,,,,,,,,,,,伝統的,従う,環境,1,名詞
543,style,スタイル,,,,,,,,,,,,,,,博物館,伝統的,従う,1,名詞
544,eat,食べる,,,,,,,,,,,,,,,スタイル,博物館,伝統的,1,動詞
545,answer,回答,,,,,,,,,,,,,,,食べる,スタイル,博物館,1,名詞
546,kitchen,キッチン,,,,,,,,,,,,,,,回答,食べる,スタイル,1,名詞
547,rule,ルール,,,,,,,,,,,,,,,キッチン,回答,食べる,1,名詞
548,April,4月,,,,,,,,,,,,,,,ルール,キッチン,回答,1,名詞
549,walk,ウォーク,,,,,,,,,,,,,,,4月,ルール,キッチン,1,動詞
550,fall,秋,,,,,,,,,,,,,,,ウォーク,4月,ルール,1,動詞
551,dad (daddy),お父さん,,,,,,,,,,,,,,,秋,ウォーク,4月,1,名詞
552,heavy,重い,,,,,,,,,,,,,,,お父さん,秋,ウォーク,1,形容詞
553,inside,内部,,,,,,,,,,,,,,,重い,お父さん,秋,1,前置詞
554,activity,活動,,,,,,,,,,,,,,,内部,重い,お父さん,1,名詞
555,effort,努力,,,,,,,,,,,,,,,活動,内部,重い,1,名詞
556,appear,現れる,,,,,,,,,,,,,,,努力,活動,内部,1,動詞
557,color,カラー,,,,,,,,,,,,,,,現れる,努力,活動,1,名詞
558,example,例,,,,,,,,,,,,,,,カラー,現れる,努力,1,名詞
559,professional,プロフェッショナル,,,,,,,,,,,,,,,例,カラー,現れる,1,形容詞
560,decide,決める,,,,,,,,,,,,,,,プロフェッショナル,例,カラー,1,動詞
561,best,ベスト,,,,,,,,,,,,,,,決める,プロフェッショナル,例,1,副詞
562,afternoon,午後,,,,,,,,,,,,,,,ベスト,決める,プロフェッショナル,1,名詞
563,instead,その代わり,,,,,,,,,,,,,,,午後,ベスト,決める,1,副詞
564,wide,広い,,,,,,,,,,,,,,,その代わり,午後,ベスト,1,形容詞
565,send,送る,,,,,,,,,,,,,,,広い,その代わり,午後,1,動詞
566,alone,一人で,,,,,,,,,,,,,,,送る,広い,その代わり,1,副詞
567,station,駅,,,,,,,,,,,,,,,一人で,送る,広い,1,名詞
568,leader,リーダー,,,,,,,,,,,,,,,駅,一人で,送る,1,名詞
569,star,スター,,,,,,,,,,,,,,,リーダー,駅,一人で,1,名詞
570,spend,過ごす,,,,,,,,,,,,,,,スター,リーダー,駅,1,動詞
571,lady,カウンター,,,,,,,,,,,,,,,過ごす,スター,リーダー,1,名詞
572,radio,ラジオ,,,,,,,,,,,,,,,カウンター,過ごす,スター,1,名詞
573,agree,同意する,,,,,,,,,,,,,,,ラジオ,カウンター,過ごす,1,動詞
574,shop,ショップ,,,,,,,,,,,,,,,同意する,ラジオ,カウンター,1,名詞
575,skin,スキン,,,,,,,,,,,,,,,ショップ,同意する,ラジオ,1,名詞
576,sister,シスター,,,,,,,,,,,,,,,スキン,ショップ,同意する,1,名詞
577,ahead,先に,,,,,,,,,,,,,,,シスター,スキン,ショップ,1,副詞
578,fair,フェア,,,,,,,,,,,,,,,先に,シスター,スキン,1,形容詞
579,June,6月,,,,,,,,,,,,,,,フェア,先に,シスター,1,名詞
580,tree,木,,,,,,,,,,,,,,,6月,フェア,先に,1,名詞
581,feeling,フィーリング,,,,,,,,,,,,,,,木,6月,フェア,1,名詞
582,easily,簡単に,,,,,,,,,,,,,,,フィーリング,木,6月,1,副詞
583,hotel,ホテル,,,,,,,,,,,,,,,簡単に,フィーリング,木,1,名詞
584,rock,ロック,,,,,,,,,,,,,,,ホテル,簡単に,フィーリング,1,名詞
585,carry,キャリー,,,,,,,,,,,,,,,ロック,ホテル,簡単に,1,動詞
586,officer,役員,,,,,,,,,,,,,,,キャリー,ロック,ホテル,1,名詞
587,front,フロント,,,,,,,,,,,,,,,役員,キャリー,ロック,1,名詞
588,weekend,週末,,,,,,,,,,,,,,,フロント,役員,キャリー,1,名詞
589,lead,リード,,,,,,,,,,,,,,,週末,フロント,役員,1,動詞
590,skill,技術,,,,,,,,,,,,,,,リード,週末,フロント,1,名詞
591,goal,ゴール,,,,,,,,,,,,,,,技術,リード,週末,1,名詞
592,fresh,フレッシュ,,,,,,,,,,,,,,,ゴール,技術,リード,1,形容詞
593,video,ビデオ,,,,,,,,,,,,,,,フレッシュ,ゴール,技術,1,名詞
594,product,製品,,,,,,,,,,,,,,,ビデオ,フレッシュ,ゴール,1,名詞
595,slowly,ゆっくり,,,,,,,,,,,,,,,製品,ビデオ,フレッシュ,1,副詞
596,born,ボーン,,,,,,,,,,,,,,,ゆっくり,製品,ビデオ,1,形容詞
597,date,日付,,,,,,,,,,,,,,,ボーン,ゆっくり,製品,1,名詞
598,corner,コーナー,,,,,,,,,,,,,,,日付,ボーン,ゆっくり,1,名詞
599,interested,興味津々,,,,,,,,,,,,,,,コーナー,日付,ボーン,1,形容詞
600,chair,椅子,,,,,,,,,,,,,,,興味津々,コーナー,日付,1,名詞
601,sell,売る,,,,,,,,,,,,,,,椅子,興味津々,コーナー,1,動詞
602,produce,プロデュース,,,,,,,,,,,,,,,売る,椅子,興味津々,1,動詞
603,deep,深い,,,,,,,,,,,,,,,プロデュース,売る,椅子,1,形容詞
604,machine,機械,,,,,,,,,,,,,,,深い,プロデュース,売る,1,名詞
605,pick,ピック,,,,,,,,,,,,,,,機械,深い,プロデュース,1,動詞
606,impact,衝撃,,,,,,,,,,,,,,,ピック,機械,深い,1,名詞
607,step,ステップ,,,,,,,,,,,,,,,衝撃,ピック,機械,1,名詞
608,July,7月,,,,,,,,,,,,,,,ステップ,衝撃,ピック,1,名詞
609,build,ビルド,,,,,,,,,,,,,,,7月,ステップ,衝撃,1,動詞
610,character,性格,,,,,,,,,,,,,,,ビルド,7月,ステップ,1,名詞
611,Friday,金曜日,,,,,,,,,,,,,,,性格,ビルド,7月,1,名詞
612,post,ポスト,,,,,,,,,,,,,,,金曜日,性格,ビルド,1,名詞
613,explain,説明する,,,,,,,,,,,,,,,ポスト,金曜日,性格,1,動詞
614,western,ウエスタン,,,,,,,,,,,,,,,説明する,ポスト,金曜日,1,形容詞
615,listen,リッスン,,,,,,,,,,,,,,,ウエスタン,説明する,ポスト,1,動詞
616,dinner,ディナー,,,,,,,,,,,,,,,リッスン,ウエスタン,説明する,1,名詞
617,save,セーブ,,,,,,,,,,,,,,,ディナー,リッスン,ウエスタン,1,動詞
618,speech,スピーチ,,,,,,,,,,,,,,,セーブ,ディナー,リッスン,1,名詞
619,wish,願い,,,,,,,,,,,,,,,スピーチ,セーブ,ディナー,1,動詞
620,middle,真ん中,,,,,,,,,,,,,,,願い,スピーチ,セーブ,1,形容詞
621,plant,工場,,,,,,,,,,,,,,,真ん中,願い,スピーチ,1,名詞
622,island,島,,,,,,,,,,,,,,,工場,真ん中,願い,1,名詞
623,key,キー,,,,,,,,,,,,,,,島,工場,真ん中,1,形容詞
624,message,メッセージ,,,,,,,,,,,,,,,キー,島,工場,1,名詞
625,living,生活,,,,,,,,,,,,,,,メッセージ,キー,島,1,形容詞
626,September,9月,,,,,,,,,,,,,,,生活,メッセージ,キー,1,名詞
627,safe,セーフ,,,,,,,,,,,,,,,9月,生活,メッセージ,1,形容詞
628,spring,スプリング,,,,,,,,,,,,,,,セーフ,9月,生活,1,名詞
629,winter,冬,,,,,,,,,,,,,,,スプリング,セーフ,9月,1,名詞
630,perfect,パーフェクト,,,,,,,,,,,,,,,冬,スプリング,セーフ,1,形容詞
631,drive,ドライブ,,,,,,,,,,,,,,,パーフェクト,冬,スプリング,1,動詞
632,miss,見逃す,,,,,,,,,,,,,,,ドライブ,パーフェクト,冬,1,名詞
633,village,村,,,,,,,,,,,,,,,見逃す,ドライブ,パーフェクト,1,名詞
634,straight,ストレート,,,,,,,,,,,,,,,村,見逃す,ドライブ,1,副詞
635,animal,動物,,,,,,,,,,,,,,,ストレート,村,見逃す,1,名詞
636,reach,リーチ,,,,,,,,,,,,,,,動物,ストレート,村,1,動詞
637,band,バンド,,,,,,,,,,,,,,,リーチ,動物,ストレート,1,名詞
638,return,戻る,,,,,,,,,,,,,,,バンド,リーチ,動物,1,動詞
639,rich,リッチ,,,,,,,,,,,,,,,戻る,バンド,リーチ,1,形容詞
640,wind,風,,,,,,,,,,,,,,,リッチ,戻る,バンド,1,名詞
641,imagine,想像する,,,,,,,,,,,,,,,風,リッチ,戻る,1,動詞
642,coffee,コーヒー,,,,,,,,,,,,,,,想像する,風,リッチ,1,名詞
643,tea,ティー,,,,,,,,,,,,,,,コーヒー,想像する,風,1,名詞
644,memory,メモリー,,,,,,,,,,,,,,,ティー,コーヒー,想像する,1,名詞
